lncRNA,protein,label
n340540,Q15717,1
n363690,Q9NZI8,1
n336296,Q96PU8,1
n344659,Q8NDV7,1
n344659,Q9UPQ9,1
n344659,Q9HCJ0,1
n341550,Q15717,1
n340901,O00425,1
n333507,Q49AS9,1
n337756,Q9NZI8,1
n325252,Q13148,1
n387266,Q86X94,1
n335682,Q15717,1
n5296,O14746,1
n344601,Q9NZI8,1
n337759,Q86X94,1
n345423,Q15717,1
n385512,Q9Y6M1,1
n383994,Q13148,1
n344678,P31483,1
n339341,Q9Y6M1,1
n377932,Q01844,1
n344749,P31483,1
n383233,Q9HCE1,1
n409529,Q49AS9,1
n378741,P31483,1
n338788,Q13148,1
n341065,Q01844,1
n410638,Q86X94,1
n382330,Q13148,1
n410630,O00425,1
n338835,Q49AS9,1
n379442,Q9Y6M1,1
n385849,P35637,1
n386231,Q9NZI8,1
n367519,Q15717,1
n346081,Q07955,1
n368511,Q13148,1
n338553,P26599,1
n387010,Q49AS9,1
n342056,Q01844,1
n339084,Q15717,1
n341049,P35637,1
n382083,P35637,1
n405569,Q01844,1
n382143,Q15717,1
n381022,Q9Y6M1,1
n344547,Q9NZI8,1
n345832,P26599,1
n338110,P35637,1
n342871,Q13148,1
n408131,Q8NDV7,1
n408131,Q9UPQ9,1
n408131,Q9HCJ0,1
n332381,Q07955,1
n385725,O00425,1
n382511,P26599,1
n385425,Q9UL18,1
n385425,Q9UKV8,1
n385425,Q9H9G7,1
n385425,Q9HCK5,1
n378019,Q9Y6M1,1
n385468,O00425,1
n341743,Q15717,1
n343005,Q15717,1
n407410,Q15717,1
n344791,Q15717,1
n342158,O00425,1
n376411,P35637,1
n386411,B7ZL34,1
n385951,B7ZL34,1
n344996,Q01844,1
n386856,P26599,1
n341836,Q01844,1
n343030,Q8IUX4,1
n342555,Q9NZI8,1
n338577,Q13148,1
n345337,Q15717,1
n342671,Q07955,1
n339158,P35637,1
n378555,Q15717,1
n377677,Q15717,1
n337756,Q86X94,1
n371206,Q07955,1
n338810,P35637,1
n344724,Q15717,1
n340586,O00425,1
n339435,Q15717,1
n326183,Q13148,1
n344678,Q13148,1
n338637,Q96PU8,1
n407887,Q9HCE1,1
n382181,Q86X94,1
n382224,Q9NZI8,1
n383019,Q15717,1
n387674,Q9NZI8,1
n342725,Q07955,1
n344814,Q13148,1
n408340,Q9UL18,1
n408340,Q9UKV8,1
n408340,Q9H9G7,1
n408340,Q9HCK5,1
n346465,Q86X94,1
n338774,Q86X94,1
n339567,O00425,1
n378507,Q07955,1
n344601,Q9Y6M1,1
n340901,Q9Y6M1,1
n335713,Q9Y6M1,1
n340748,O00425,1
n408890,Q07955,1
n339701,O00425,1
n345960,Q07955,1
n339975,Q15717,1
n386682,Q13148,1
n338223,Q01844,1
n377015,P31483,1
n342555,Q96PU8,1
n407465,Q15717,1
n383550,Q9Y6M1,1
n340234,Q13148,1
n374536,Q07955,1
n377670,O00425,1
n340521,O00425,1
n407502,Q01844,1
n383565,Q49AS9,1
n323992,Q96PU8,1
n338223,Q9NZI8,1
n370995,Q9HCE1,1
n406899,Q9HCE1,1
n386448,Q01844,1
n379459,Q9UKV8,1
n346167,Q9NZI8,1
n340604,Q15717,1
n380489,Q9UL18,1
n380489,Q9UKV8,1
n380489,Q9H9G7,1
n380489,Q9HCK5,1
n338008,Q49AS9,1
n338446,Q9UL18,1
n338446,Q9UKV8,1
n338446,Q9H9G7,1
n338446,Q9HCK5,1
n337758,Q49AS9,1
n407573,Q15717,1
n344530,Q9NZI8,1
n382982,Q07955,1
n369512,Q9NZI8,1
n370618,Q15717,1
n4541,Q13148,1
n345232,Q9UL18,1
n345232,Q9UKV8,1
n345232,Q9H9G7,1
n345232,Q9HCK5,1
n407473,Q15717,1
n377799,Q9HCE1,1
n338577,P35637,1
n338401,Q13148,1
n387712,Q07955,1
n384770,Q8NDV7,1
n384770,Q9UPQ9,1
n384770,Q9HCJ0,1
n381846,O00425,1
n340523,P26599,1
n410462,Q49AS9,1
n342283,Q9NZI8,1
n406194,P26599,1
n378503,Q9Y6M1,1
n410523,O00425,1
n345641,O00425,1
n344800,O00425,1
n383172,Q49AS9,1
n345912,Q07955,1
n341835,Q01844,1
n345524,Q15717,1
n346492,Q07955,1
n1315,Q49AS9,1
n339511,Q15717,1
n336293,Q8NDV7,1
n336293,Q9UPQ9,1
n336293,Q9HCJ0,1
n381623,Q9UKV8,1
n337757,P26599,1
n339602,Q9Y6M1,1
n411681,Q07955,1
n381885,O00425,1
n341518,P26599,1
n384227,Q9Y6M1,1
n410904,Q9NZI8,1
n376207,Q86X94,1
n364181,Q13148,1
n410638,Q9HCE1,1
n374530,Q9NZI8,1
n408189,Q15717,1
n346101,Q9Y6M1,1
n341846,Q96PU8,1
n407442,Q8NDV7,1
n407442,Q9UPQ9,1
n407442,Q9HCJ0,1
n381464,P26599,1
n379927,P35637,1
n345421,P35637,1
n344760,Q49AS9,1
n387060,P31483,1
n409149,Q8NDV7,1
n409149,Q9UPQ9,1
n409149,Q9HCJ0,1
n346094,Q9Y6M1,1
n386480,Q9NZI8,1
n346528,Q9NZI8,1
n342457,Q15717,1
n385039,Q15717,1
n341761,Q15717,1
n340210,Q9NZI8,1
n379293,Q49AS9,1
n332606,O00425,1
n5313,P26599,1
n384422,O00425,1
n378094,Q15717,1
n387106,Q9Y6M1,1
n324330,P26599,1
n342758,Q13148,1
n340880,Q15717,1
n383327,Q49AS9,1
n372953,Q9NZI8,1
n377290,Q49AS9,1
n386538,Q07955,1
n385229,Q15717,1
n381041,O00425,1
n343060,Q15717,1
n338446,B7ZL34,1
n338758,Q15717,1
n344574,Q15717,1
n406796,Q15717,1
n341373,Q01844,1
n339049,P31483,1
n338897,O00425,1
n409756,P35637,1
n345516,Q13148,1
n379304,Q15717,1
n378726,Q13148,1
n379841,Q07955,1
n406328,Q07955,1
n344705,Q49AS9,1
n338577,Q9Y6M1,1
n381970,P35637,1
n341492,Q9UL18,1
n341492,Q9UKV8,1
n341492,Q9H9G7,1
n341492,Q9HCK5,1
n337683,Q13148,1
n368637,Q13148,1
n341148,Q9Y6M1,1
n367774,Q49AS9,1
n379406,Q86X94,1
n380659,Q13148,1
n387280,O00425,1
n375630,Q07955,1
n345641,Q9Y6M1,1
n379637,Q9UKV8,1
n382918,Q13148,1
n341112,Q49AS9,1
n342434,Q07955,1
n342758,Q9NZI8,1
n338027,O00425,1
n344649,O00425,1
n342780,O00425,1
n406480,Q8NDV7,1
n406480,Q9UPQ9,1
n406480,Q9HCJ0,1
n384325,P35637,1
n380500,P31483,1
n374497,Q9Y6M1,1
n387063,P35637,1
n370698,Q49AS9,1
n385425,Q15717,1
n381351,Q9UL18,1
n381351,Q9UKV8,1
n381351,Q9H9G7,1
n381351,Q9HCK5,1
n342387,Q9NZI8,1
n364975,Q49AS9,1
n379454,Q15717,1
n342328,Q49AS9,1
n406195,O00425,1
n341809,Q49AS9,1
n332922,Q13148,1
n381793,O00425,1
n341453,P35637,1
n338446,Q15717,1
n342077,O00425,1
n384011,P26599,1
n408349,Q07955,1
n345173,Q49AS9,1
n339986,Q07955,1
n344736,Q13148,1
n377683,Q15717,1
n342695,Q9HCE1,1
n409179,O00425,1
n406475,Q49AS9,1
n405439,Q9HCE1,1
n342817,Q9Y6M1,1
n370058,Q15717,1
n405607,Q15717,1
n325646,Q13148,1
n337689,Q49AS9,1
n339451,Q13148,1
n375097,Q15717,1
n341459,Q86X94,1
n345068,Q49AS9,1
n386209,P35637,1
n338000,Q49AS9,1
n338245,P35637,1
n345800,Q9Y6M1,1
n377873,B7ZL34,1
n384625,O00425,1
n405569,O00425,1
n385468,Q9NZI8,1
n344791,Q07955,1
n346189,Q13148,1
n323967,Q15717,1
n336934,Q96PU8,1
n5296,P07910,1
n382037,Q13148,1
n406134,Q9UL18,1
n406134,Q9UKV8,1
n406134,Q9H9G7,1
n406134,Q9HCK5,1
n375478,P26599,1
n340233,Q96PU8,1
n380158,Q13148,1
n344749,O00425,1
n409707,P35637,1
n338365,O00425,1
n384083,P35637,1
n370725,Q15717,1
n324559,Q15717,1
n384228,Q9NZI8,1
n382231,Q15717,1
n405440,O00425,1
n384140,Q9Y6M1,1
n381942,O00425,1
n410108,P31483,1
n406478,P35637,1
n409649,Q07955,1
n407534,Q9NZI8,1
n344457,Q13148,1
n408292,P26599,1
n410638,Q9Y6M1,1
n378094,Q49AS9,1
n379406,Q9Y6M1,1
n344930,Q15717,1
n344462,Q07955,1
n342116,Q13148,1
n340011,Q9UL18,1
n340011,Q9H9G7,1
n340011,Q9HCK5,1
n371665,O00425,1
n344585,P35637,1
n385765,Q15717,1
n410149,Q9NZI8,1
n383884,Q07955,1
n410457,Q9Y6M1,1
n344931,O00425,1
n338270,P35637,1
n340535,Q13148,1
n363902,Q15717,1
n340002,Q15717,1
n342030,P35637,1
n379114,Q01844,1
n363468,Q07955,1
n342687,Q49AS9,1
n410128,Q07955,1
n339300,P26599,1
n406883,Q9NZI8,1
n367885,Q15717,1
n337914,Q9Y6M1,1
n340048,Q15717,1
n378366,P31483,1
n385727,Q8NDV7,1
n385727,Q9UPQ9,1
n385727,Q9HCJ0,1
n345623,Q15717,1
n338223,O00425,1
n406914,Q9UKV8,1
n363904,O00425,1
n381526,P35637,1
n384484,Q9Y6M1,1
n339363,Q49AS9,1
n406866,Q07955,1
n376313,Q15717,1
n339129,O00425,1
n342500,Q8NDV7,1
n342500,Q9UPQ9,1
n342500,Q9HCJ0,1
n334777,P26599,1
n378866,Q07955,1
n338652,Q15717,1
n385123,P26599,1
n386209,Q9UKV8,1
n364507,O00425,1
n383862,Q8NDV7,1
n383862,Q9UPQ9,1
n383862,Q9HCJ0,1
n384936,Q9HCE1,1
n386067,Q9UL18,1
n386067,Q9UKV8,1
n386067,Q9H9G7,1
n386067,Q9HCK5,1
n344687,Q9Y6M1,1
n340770,Q15717,1
n373790,Q15717,1
n344995,Q01844,1
n339156,P31483,1
n342203,Q01844,1
n384625,Q49AS9,1
n383211,Q13148,1
n341449,P26599,1
n344793,Q9NZI8,1
n343016,O00425,1
n408032,Q07955,1
n324048,Q13148,1
n344814,P35637,1
n339096,Q15717,1
n337667,Q15717,1
n381754,Q49AS9,1
n343018,Q15717,1
n373361,P26599,1
n385480,Q15717,1
n333428,Q49AS9,1
n338854,Q9Y6M1,1
n324753,Q15717,1
n337874,Q15717,1
n373575,Q07955,1
n385273,P26599,1
n385806,P35637,1
n345912,Q9Y6M1,1
n342320,Q9HCE1,1
n339966,Q9Y6M1,1
n345779,Q07955,1
n407447,Q9HCE1,1
n378726,P31483,1
n384227,Q49AS9,1
n365837,Q13148,1
n345623,Q13148,1
n324689,Q13148,1
n338591,Q15717,1
n379107,P31483,1
n380399,Q15717,1
n341044,Q49AS9,1
n386260,O00425,1
n406422,Q9UKV8,1
n334052,B7ZL34,1
n337768,O00425,1
n386315,Q9NZI8,1
n384770,Q13148,1
n381557,B7ZL34,1
n341486,Q15717,1
n338112,Q15717,1
n333490,O00425,1
n342631,Q9UL18,1
n342631,Q9H9G7,1
n342631,Q9HCK5,1
n341094,Q07955,1
n372916,Q15717,1
n378108,Q8NDV7,1
n378108,Q9UPQ9,1
n378108,Q9HCJ0,1
n346385,Q15717,1
n382077,Q13148,1
n405439,Q07955,1
n338931,P35637,1
n382131,Q9Y6M1,1
n408176,Q07955,1
n339146,Q07955,1
n385185,Q9NZI8,1
n326351,P26599,1
n337863,Q9HCE1,1
n381805,Q01844,1
n341049,Q9UL18,1
n341049,Q9UKV8,1
n341049,Q9H9G7,1
n341049,Q9HCK5,1
n340070,O00425,1
n407887,B7ZL34,1
n338731,Q9Y6M1,1
n341459,Q15717,1
n335521,Q49AS9,1
n377717,Q9Y6M1,1
n408200,Q49AS9,1
n382000,Q9NZI8,1
n338146,Q15717,1
n340011,Q9Y6M1,1
n371176,P31483,1
n344646,Q9Y6M1,1
n384996,Q86X94,1
n383234,Q01844,1
n372986,Q15717,1
n344656,Q49AS9,1
n383567,Q15717,1
n338822,P31483,1
n338249,P31483,1
n341724,Q13148,1
n385685,Q9UL18,1
n385685,Q9UKV8,1
n385685,Q9H9G7,1
n385685,Q9HCK5,1
n340509,Q07955,1
n410523,Q07955,1
n364511,Q8NDV7,1
n364511,Q9UPQ9,1
n364511,Q9HCJ0,1
n408108,P26599,1
n337998,Q49AS9,1
n377912,P35637,1
n342844,P35637,1
n328264,Q01844,1
n342219,P35637,1
n342056,Q86X94,1
n424067,P35637,1
n368044,Q96PU8,1
n342366,Q9NZI8,1
n408051,Q86X94,1
n342524,P26599,1
n345885,P31483,1
n344810,Q15717,1
n339179,P35637,1
n341376,P35637,1
n410799,Q9Y6M1,1
n372953,B7ZL34,1
n345486,Q07955,1
n378039,Q49AS9,1
n341546,Q15717,1
n326665,Q15717,1
n344574,Q96PU8,1
n337908,Q01844,1
n381159,Q15717,1
n336975,Q07955,1
n383862,Q01844,1
n372503,Q15717,1
n337756,Q15717,1
n345101,Q9UKV8,1
n323992,Q9NZI8,1
n368759,O00425,1
n386231,Q9Y6M1,1
n379131,Q15717,1
n410189,Q07955,1
n344552,Q13148,1
n341291,Q49AS9,1
n383190,Q9Y6M1,1
n386372,P26599,1
n378843,Q9UL18,1
n378843,Q9UKV8,1
n378843,Q9H9G7,1
n378843,Q9HCK5,1
n340970,P31483,1
n409149,O43251,1
n382989,Q9Y6M1,1
n340689,Q01844,1
n342332,Q49AS9,1
n339106,Q49AS9,1
n342729,Q15717,1
n405299,Q9HCE1,1
n340626,Q49AS9,1
n346007,Q15717,1
n338931,O00425,1
n385318,Q49AS9,1
n386328,P26599,1
n5543,P78345,1
n346026,Q86X94,1
n364548,Q15717,1
n343018,Q9Y6M1,1
n406926,Q07955,1
n370152,P26599,1
n342913,Q9UL18,1
n342913,Q9UKV8,1
n342913,Q9H9G7,1
n342913,Q9HCK5,1
n383025,Q9NZI8,1
n339087,Q49AS9,1
n338204,Q9Y6M1,1
n341527,Q9NZI8,1
n368443,Q15717,1
n345915,Q15717,1
n342660,P26599,1
n382181,Q15717,1
n346082,Q9UL18,1
n346082,Q9UKV8,1
n346082,Q9H9G7,1
n346082,Q9HCK5,1
n338404,O00425,1
n408024,Q9UL18,1
n408024,Q9UKV8,1
n408024,Q9H9G7,1
n408024,Q9HCK5,1
n381623,Q49AS9,1
n376502,Q15717,1
n385130,Q49AS9,1
n344574,Q9Y6M1,1
n372953,O00425,1
n363297,O00425,1
n338758,Q9Y6M1,1
n337733,Q9NZI8,1
n381364,Q15717,1
n346299,Q07955,1
n342219,Q15717,1
n379406,P31483,1
n243,Q13148,1
n337930,Q9NZI8,1
n337928,Q9Y6M1,1
n341049,Q07955,1
n346007,Q86X94,1
n385106,Q9NZI8,1
n382507,P26599,1
n385145,Q13148,1
n345437,Q13148,1
n370995,Q07955,1
n407210,Q9UL18,1
n407210,Q9UKV8,1
n407210,Q9H9G7,1
n407210,Q9HCK5,1
n407211,Q9UKV8,1
n385727,Q01844,1
n340011,B7ZL34,1
n346051,Q49AS9,1
n333428,Q13148,1
n344818,Q07955,1
n382553,Q01844,1
n341368,P35637,1
n340240,Q8NDV7,1
n340240,Q9UPQ9,1
n340240,Q9HCJ0,1
n410638,Q49AS9,1
n407852,Q07955,1
n346137,Q9UKV8,1
n409726,Q15717,1
n387316,Q07955,1
n338612,Q15717,1
n385203,Q9HCE1,1
n342157,O00425,1
n342288,Q07955,1
n364558,Q15717,1
n385203,P31483,1
n340836,Q49AS9,1
n337957,P35637,1
n339431,Q15717,1
n345802,Q07955,1
n344793,O00425,1
n337914,Q15717,1
n386148,Q15717,1
n383560,Q9UL18,1
n383560,Q9UKV8,1
n383560,Q9H9G7,1
n383560,Q9HCK5,1
n345455,Q9Y6M1,1
n346332,Q07955,1
n345823,Q07955,1
n369984,Q07955,1
n408309,Q49AS9,1
n346426,Q9UKV8,1
n346296,Q15717,1
n338028,Q9Y6M1,1
n344808,Q9UKV8,1
n375748,Q13148,1
n338553,Q15717,1
n386098,Q49AS9,1
n337835,Q15717,1
n338288,Q9Y6M1,1
n325598,Q15717,1
n386977,Q15717,1
n341305,Q9NZI8,1
n384320,Q86X94,1
n342315,Q9NZI8,1
n384233,Q15717,1
n380693,Q9Y6M1,1
n381793,Q9Y6M1,1
n364729,Q07955,1
n410547,B7ZL34,1
n325173,Q15717,1
n374652,Q9Y6M1,1
n333410,P26599,1
n381727,P26599,1
n385256,O00425,1
n385632,Q49AS9,1
n379110,P35637,1
n341453,Q15717,1
n345045,O00425,1
n343070,Q07955,1
n381468,Q15717,1
n381074,Q13148,1
n363315,P26599,1
n346109,Q9UKV8,1
n382908,Q07955,1
n381559,B7ZL34,1
n378503,Q49AS9,1
n382975,Q07955,1
n5543,Q13148,1
n346535,Q49AS9,1
n340523,Q9UL18,1
n340523,Q9H9G7,1
n340523,Q9HCK5,1
n342555,Q13148,1
n340944,Q15717,1
n406274,Q15717,1
n340011,P35637,1
n345408,Q15717,1
n409674,P31483,1
n345957,Q9NZI8,1
n340398,Q13148,1
n341376,Q86X94,1
n338882,O00425,1
n340793,Q96PU8,1
n340753,Q15717,1
n344995,O00425,1
n5543,P31483,1
n382511,P35637,1
n409674,Q49AS9,1
n344604,P31483,1
n338087,O00425,1
n410191,Q49AS9,1
n341819,Q9Y6M1,1
n338060,Q9UKV8,1
n387046,Q15717,1
n5543,Q9Y6M1,1
n339595,Q96PU8,1
n406409,Q9Y6M1,1
n369419,Q15717,1
n325657,Q15717,1
n339486,P35637,1
n407661,O43251,1
n345222,Q9UL18,1
n345222,Q9H9G7,1
n345222,Q9HCK5,1
n367640,Q15717,1
n381351,Q01844,1
n337746,P35637,1
n343048,Q9Y6M1,1
n345800,O00425,1
n344691,Q9Y6M1,1
n346143,Q49AS9,1
n372291,Q15717,1
n378377,Q15717,1
n326561,P26599,1
n364734,Q13148,1
n377639,P31483,1
n345685,Q9UKV8,1
n336934,Q8NDV7,1
n336934,Q9UPQ9,1
n336934,Q9HCJ0,1
n386315,Q15717,1
n338522,Q9UL18,1
n338522,Q9UKV8,1
n338522,Q9H9G7,1
n338522,Q9HCK5,1
n379342,Q9UKV8,1
n410149,O00425,1
n342817,Q01844,1
n385255,Q96PU8,1
n410904,Q49AS9,1
n340924,P26599,1
n375390,Q07955,1
n384686,Q9NZI8,1
n386501,Q07955,1
n342280,Q9Y6M1,1
n345386,P31483,1
n337629,Q13148,1
n408191,Q15717,1
n385727,Q9UL18,1
n385727,Q9UKV8,1
n385727,Q9H9G7,1
n385727,Q9HCK5,1
n338562,Q15717,1
n410143,Q9NZI8,1
n341568,Q15717,1
n384738,P26599,1
n344612,P26599,1
n345483,P31483,1
n199030,O00425,1
n341373,Q9Y6M1,1
n345157,Q9HCE1,1
n337928,Q15717,1
n381022,Q9NZI8,1
n367422,Q15717,1
n371891,Q15717,1
n411118,Q49AS9,1
n364180,P35637,1
n406478,Q49AS9,1
n344610,Q9NZI8,1
n339833,Q9NZI8,1
n328168,Q13148,1
n346533,Q07955,1
n381689,Q07955,1
n345382,Q13148,1
n381280,Q01844,1
n341975,Q9Y6M1,1
n386100,P35637,1
n343030,Q9HCE1,1
n336894,Q13148,1
n340309,Q13148,1
n409115,O00425,1
n346533,Q15717,1
n341752,B7ZL34,1
n344793,Q13148,1
n376504,Q15717,1
n377310,Q49AS9,1
n364545,Q15717,1
n382059,Q07955,1
n405417,Q49AS9,1
n386152,Q49AS9,1
n376518,Q01844,1
n339901,O00425,1
n385274,Q9UL18,1
n385274,Q9H9G7,1
n385274,Q9HCK5,1
n381268,Q49AS9,1
n338264,Q9NZI8,1
n340049,Q49AS9,1
n387722,Q49AS9,1
n341836,Q49AS9,1
n345385,Q9NZI8,1
n405660,Q07955,1
n339596,Q13148,1
n382687,Q49AS9,1
n376380,Q15717,1
n385224,Q07955,1
n384936,Q9NZI8,1
n378520,P35637,1
n339037,Q86X94,1
n339305,Q15717,1
n386315,Q07955,1
n345694,Q9Y6M1,1
n409672,B7ZL34,1
n5315,P19447,1
n411552,Q13148,1
n344885,Q49AS9,1
n338763,Q15717,1
n384030,P31483,1
n342631,O00425,1
n341044,Q01844,1
n410457,P35637,1
n338380,O00425,1
n406154,P26599,1
n340115,Q9HCE1,1
n339901,Q9Y6M1,1
n344651,O00425,1
n345433,B7ZL34,1
n344958,Q15717,1
n337756,Q9UL18,1
n337756,Q9UKV8,1
n337756,Q9H9G7,1
n337756,Q9HCK5,1
n342056,Q13148,1
n383428,Q15717,1
n344768,Q07955,1
n338114,Q9NZI8,1
n363566,Q15717,1
n339468,Q49AS9,1
n342202,Q96PU8,1
n407400,Q9Y6M1,1
n342669,Q9HCE1,1
n346465,Q13148,1
n379107,Q96PU8,1
n375854,Q8NDV7,1
n375854,Q9UPQ9,1
n375854,Q9HCJ0,1
n341465,Q15717,1
n338306,Q9Y6M1,1
n1834,Q13148,1
n382105,Q13148,1
n408353,O00425,1
n340523,Q9Y6M1,1
n340398,P26599,1
n385951,Q9Y6M1,1
n384690,O00425,1
n365469,Q13148,1
n340509,O00425,1
n345574,Q15717,1
n409638,Q07955,1
n407887,Q9NZI8,1
n328253,Q9Y4Y9,1
n342029,Q9Y6M1,1
n339936,Q13148,1
n341786,Q13148,1
n386976,Q15717,1
n364518,Q15717,1
n343060,Q96PU8,1
n345988,Q07955,1
n375270,Q9NZI8,1
n339254,Q13148,1
n340565,O00425,1
n386179,Q9UL18,1
n386179,Q9UKV8,1
n386179,Q9H9G7,1
n386179,Q9HCK5,1
n338114,Q13148,1
n717,Q14764,1
n718,Q14764,1
n386067,O00425,1
n199030,B7ZL34,1
n409179,Q15717,1
n342379,Q15717,1
n342116,P35637,1
n340474,Q9Y6M1,1
n343071,Q9UL18,1
n343071,Q9UKV8,1
n343071,Q9H9G7,1
n343071,Q9HCK5,1
n382960,Q9NZI8,1
n378714,Q49AS9,1
n370013,Q49AS9,1
n342230,Q9NZI8,1
n377795,Q07955,1
n345888,Q07955,1
n378515,Q13148,1
n368610,Q9NZI8,1
n405311,Q15717,1
n341044,Q9Y6M1,1
n407887,Q8NDV7,1
n407887,Q9UPQ9,1
n407887,Q9HCJ0,1
n344638,Q8NDV7,1
n344638,Q9UPQ9,1
n344638,Q9HCJ0,1
n385274,Q07955,1
n346110,Q9NZI8,1
n343062,P04637,1
n341084,O00425,1
n407464,O00425,1
n338526,Q15717,1
n337711,Q96PU8,1
n382231,O00425,1
n336934,Q9Y6M1,1
n368628,Q15717,1
n410722,Q49AS9,1
n386543,Q07955,1
n337908,Q15717,1
n383218,Q07955,1
n364039,Q15717,1
n342280,O00425,1
n406816,Q15717,1
n381838,P26599,1
n340248,Q9UL18,1
n340248,Q9UKV8,1
n340248,Q9H9G7,1
n340248,Q9HCK5,1
n381443,O00425,1
n383211,Q9NZI8,1
n344604,Q9NZI8,1
n341556,Q9Y6M1,1
n344748,Q9NZI8,1
n377541,Q07955,1
n337667,P26599,1
n343006,Q9NZI8,1
n384738,O00425,1
n410152,O00425,1
n383603,Q07955,1
n406883,Q07955,1
n338647,Q15717,1
n333550,Q15717,1
n407918,Q49AS9,1
n341308,O00425,1
n345288,Q15717,1
n408211,Q15717,1
n339511,Q86X94,1
n386194,Q9NZI8,1
n406301,O00425,1
n384758,Q13148,1
n341044,Q86X94,1
n384132,Q15717,1
n375603,P31483,1
n386343,Q49AS9,1
n409179,Q49AS9,1
n387722,Q15717,1
n340689,O00425,1
n385370,Q01844,1
n345777,Q9Y6M1,1
n344880,Q13148,1
n344960,Q13148,1
n332918,P35637,1
n340852,O00425,1
n377720,Q15717,1
n408335,Q07955,1
n341245,P31483,1
n341846,O00425,1
n333481,Q15717,1
n377919,Q9UKV8,1
n341723,O00425,1
n381187,Q15717,1
n407661,Q07955,1
n407661,P26599,1
n342157,Q9NZI8,1
n340754,P26599,1
n406246,Q9Y6M1,1
n363347,P35637,1
n377720,Q07955,1
n372725,P31483,1
n410152,Q9Y6M1,1
n340529,Q9Y6M1,1
n373758,Q49AS9,1
n340209,Q9Y6M1,1
n408895,P31483,1
n323992,Q15717,1
n338207,Q9NZI8,1
n385145,Q49AS9,1
n385727,Q86X94,1
n345437,Q07955,1
n378503,P35637,1
n338112,Q13148,1
n337921,Q9Y6M1,1
n384655,O00425,1
n377862,Q13148,1
n384757,Q15717,1
n339003,O00425,1
n342328,Q9Y6M1,1
n337902,Q9HCE1,1
n339651,Q9Y6M1,1
n407114,Q9Y6M1,1
n408075,O00425,1
n342555,Q07955,1
n368610,Q9Y6M1,1
n343016,Q86X94,1
n338089,P31483,1
n339986,P35637,1
n345025,Q15717,1
n338897,Q9Y6M1,1
n387017,P26599,1
n380027,Q49AS9,1
n383634,P35637,1
n340286,Q9Y6M1,1
n345385,Q8NDV7,1
n345385,Q9UPQ9,1
n345385,Q9HCJ0,1
n382918,Q49AS9,1
n309,Q9UKC9,1
n342780,Q9Y6M1,1
n346082,Q9Y6M1,1
n410072,P35637,1
n386231,Q49AS9,1
n385139,P35637,1
n337669,Q13148,1
n338218,Q9NZI8,1
n411528,Q15717,1
n339199,Q9NZI8,1
n342056,Q9NZI8,1
n367218,Q07955,1
n383862,P26599,1
n407447,Q9NZI8,1
n341836,Q8NDV7,1
n341836,Q9UPQ9,1
n341836,Q9HCJ0,1
n378840,P26599,1
n341903,Q9NZI8,1
n379327,P31483,1
n384234,Q9UKV8,1
n340540,P35637,1
n381720,O00425,1
n344701,Q13148,1
n344472,Q07955,1
n409674,Q86X94,1
n369663,Q15717,1
n409275,Q15717,1
n338231,Q15717,1
n344517,P26599,1
n339234,Q15717,1
n378350,Q15717,1
n384140,Q9UL18,1
n384140,Q9UKV8,1
n384140,Q9H9G7,1
n384140,Q9HCK5,1
n345091,P35637,1
n406225,Q07955,1
n379442,P35637,1
n337859,Q15717,1
n407434,P31483,1
n344924,O00425,1
n385813,Q9Y6M1,1
n344791,P35637,1
n366395,Q13148,1
n340852,Q9UL18,1
n340852,Q9H9G7,1
n340852,Q9HCK5,1
n379466,Q9NZI8,1
n326183,P35637,1
n339597,P35637,1
n340037,P26599,1
n383190,Q07955,1
n337815,P26599,1
n410523,Q9UL18,1
n410523,Q9UKV8,1
n410523,Q9H9G7,1
n410523,Q9HCK5,1
n344691,B7ZL34,1
n342328,Q15717,1
n344588,Q49AS9,1
n340320,Q15717,1
n338147,Q13148,1
n341725,Q15717,1
n372993,O00425,1
n326477,Q49AS9,1
n409305,P31483,1
n336934,Q49AS9,1
n385287,Q9NZI8,1
n344871,B7ZL34,1
n407434,Q9UKV8,1
n376215,Q15717,1
n344457,Q49AS9,1
n382464,Q49AS9,1
n386977,Q9UL18,1
n386977,Q9H9G7,1
n386977,Q9HCK5,1
n345881,P35637,1
n338702,Q15717,1
n342730,Q96PU8,1
n383509,Q9NZI8,1
n364596,Q13148,1
n408051,Q13148,1
n369504,Q15717,1
n382511,Q9NZI8,1
n340115,P35637,1
n409149,Q15717,1
n408119,Q01844,1
n343048,Q01844,1
n341345,B7ZL34,1
n344667,Q15717,1
n342088,Q49AS9,1
n345045,Q9NZI8,1
n343067,Q9UKV8,1
n340251,Q13148,1
n342776,Q15717,1
n341049,O00425,1
n382014,Q13148,1
n5196,P55769,1
n364410,Q07955,1
n406889,Q07955,1
n340203,Q9HCE1,1
n339128,O00425,1
n342195,Q15717,1
n344461,Q15717,1
n338647,O00425,1
n378366,Q9NZI8,1
n346051,P31483,1
n379834,Q15717,1
n344871,Q01844,1
n340290,O00425,1
n381443,P35637,1
n339636,Q15717,1
n340208,O00425,1
n385725,Q9UL18,1
n385725,Q9UKV8,1
n385725,Q9H9G7,1
n385725,Q9HCK5,1
n382184,P35637,1
n344995,Q9NZI8,1
n378252,Q9Y6M1,1
n382014,O00425,1
n382933,Q9Y6M1,1
